"class","x","y"
"C",-2.20699456396139,-1.36635880485247
"B",-2.16323430130731,-1.13070710479529
"B",0.858114866782064,-1.59764202445167
"B",1.10868223084275,-1.26465085368502
"A",3.91097613319634,-4
"D",0.142429968410259,1.33695675730263
"B",1.68227714591176,-2.66481317664886
"C",2.44182374782002,1.06862183363084
"A",3.06934910675486,-2.16404048138573
"B",0.130901088571873,0.613899654820277
"B",0.0466505401278861,0.221080452533115
"C",0.251762566196629,-0.18748982986493
"A",3.10144186327214,-2.1864323416348
"B",-0.207835671701075,-0.128554742621065
"B",1.57657091110876,0.0620750830485939
"B",0.984319584579499,-2.01235653196643
"D",0.229834344433752,-0.571351961982861
"D",1.88993418191097,-0.878103453276247
"A",2.43963026457948,-0.660315298536102
"B",-1.01041008602298,0.0986495929665452
"B",2.17780613378021,-3.61910291727797
"D",0.548842519034828,0.802118419290904
"C",1.91527673016995,0.744991915480113
"D",1.41743466195216,-0.754329966491669
"C",1.1476185804729,-1.52646910114491
"A",3.53959115418417,-3.15060516666159
"A",2.25977075140464,-0.530191183799561
"D",1.67002852148068,0.990244197650965
"C",0.509797532020628,2.1813932846017
"B",-0.916846635537724,-1.79616686874788
"B",0.433799058883995,-2.25851731243013
"D",1.80481853039163,-0.596223314914718
"D",2.13315057369954,2.58900564944799
"C",0.314656592272083,-1.26117763889711
"B",-0.313997353669263,-2.31739281419539
"B",-0.587079846800021,-1.38807542388581
"B",0.289917501039612,-0.584478125087488
"A",3.85840972892042,-3.85413273028228
"D",1.06755225520791,-0.21326598114909
"D",1.36815646937495,1.49336866847294
"A",2.37648646585303,-0.738574944246065
"B",-0.727653976216077,-1.30932400960566
"A",1.43887949296229,1.20703267984588
"A",2.54702145173258,-1.00275966230305
"C",1.51739841947977,-0.923302263299522
"B",0.987153369087444,1.93804357778514
"C",-0.482174722428716,-0.429931406482256
"A",2.65459919248694,-1.28000817176388
"C",0.973697538539104,1.88490682740951
"B",-1.77808578094467,-0.510397805822897
"D",0.897728205666109,-0.256551354320494
"B",-1.58227558450108,-3.18893999176196
"A",2.92204756083405,-1.91974152522191
"C",0.147401688142117,0.159337858622036
"D",1.0609601441918,0.907544625584192
"C",-1.1792005563644,-0.144812489453735
"A",1.81443939178158,0.484612791681999
"A",1.64479857411317,0.803057463524357
"A",2.9562880111621,-1.86681872677702
"D",2.54560079300319,0.0446199705572905
"C",0.427078547909231,1.01383287291054
