class,x,y
B,-2.00790636012,-1.67914461946
B,-1.71183235366,0.924249639451
C,1.9267916707,1.83748826981
B,-0.609509581538,0.37802600521
A,-0.880259111573,1.04323703629
A,0.788575763048,1.92510333557
B,-1.42266166514,1.97424244045
A,-0.718997724479,0.535893735597
D,-2.8588725549,-0.356577235149
B,-1.33431250471,0.629451149481
A,-1.00907733792,2.13350931621
B,-1.10950835242,1.23284791749
D,-1.65290002243,0.314335794605
A,-0.240572532172,-0.297590379874
A,1.4287653744,1.11697270291
A,-0.569094882315,1.27860075107
D,-1.14256647261,0.125212259937
B,-1.84565030501,-0.451451736602
C,3.12664688378,3.74400137716
B,-1.12656374541,1.30658214934
D,-3.15857905035,-1.912601134
D,-2.44477839388,0.70104489512
B,-0.380285843912,-1.22857100074
B,-1.97059736404,0.796431367006
C,3.5049465192,2.2675293782
D,-1.94698580601,-2.1965340424
C,1.28709622693,2.74862850563
C,2.91963339851,2.08393729576
C,2.0086463331,2.63058362482
C,2.75080700734,2.13637373379
D,-2.30043598641,-0.441375506896
D,-1.55100415413,-1.67608534292
A,-1.09097608719,2.64054984345
B,-2.11688005346,1.13664956097
A,1.79093577052,1.48560320294
D,-3.27619766253,-2.78675134888
D,-0.527011581928,-4.11575746918
C,2.2299196682,2.62592656075
D,-3.09609549693,-3.25009239896
A,1.18610545765,2.95845999936
A,-0.291862226237,0.66029255602
C,3.44709127427,2.40168055541
A,-0.464048934872,1.01885621343
D,0.465438197313,-1.1290688421
B,-1.78515371088,-0.665561012507
C,3.39663384344,3.00950271103
B,-0.439757025271,-0.455026122912
C,2.09644124141,1.07971189593
B,-1.77121949132,-0.12410603525
D,-2.4547715553,-1.77151591699
C,2.80346268474,1.59504949015
C,2.21706169907,3.37484690069
B,-0.575499966697,-0.790471537474
A,1.1506208225,-0.612002593233
A,0.93003238161,1.08837357252
A,-0.0514833439993,-0.494254101245
C,4.3461714059,3.57281686957
A,1.79233054744,0.130586251308
D,-3.35926928766,-3.39583897849
D,-1.883684651,-2.91557919619
A,0.742734026728,3.18786539611
C,-0.327426951714,2.39617932832
D,-1.6299102539,-2.59417417793
B,-1.25212740453,0.489601352046
D,-0.743226184511,-0.84822401483
C,0.871023655165,3.78638549245
A,1.31797085733,2.10168477666
A,-0.720143459161,2.14822538155
C,2.74593214037,1.99063135242
C,3.0055115235,1.81738511472
D,-2.88527903359,-2.41095794276
C,1.76918010641,0.83120271079
A,-0.619004606248,0.225011174866
C,1.56176703286,2.45050406275
D,-3.66635944355,-0.990821659147
C,1.12204510198,2.23697209142
A,-1.0658815971,1.48745012811
C,1.84655273353,2.25491512799
C,2.33905401053,2.86128732101
D,-2.17176034327,-2.38479353797
B,-1.98000504692,0.0300222456339
D,-1.17927258648,-1.11512207558
C,2.18998312332,4.10042773145
C,5.03379419374,2.30653950644
A,1.28715484971,0.147819305597
C,1.89783557587,4.36849634592
B,-0.403052616038,0.551214957294
C,4.0870991553,3.07181080567
C,3.22051382105,1.72932651082
A,-0.29809768856,-0.665585107697
D,-1.96382782984,-1.80369963782
D,-2.52108825754,-1.321533473
D,-2.81783709915,-1.49075568442
D,0.565390237789,-1.50454760449
B,-4.17030931832,-0.906874871387
A,0.947950696043,1.49797364243
C,2.03609703299,2.52888890525
B,-1.67076958165,0.789623289425
D,-2.48382561275,-0.871203056
C,1.33732244728,2.64835195857
A,1.41297491538,2.36827759103
C,3.45233480528,3.0174508888
D,-1.18106795563,-2.6289183925
C,1.77046141376,4.28858538496
A,-0.369940094864,1.39950380107
A,1.04984368185,3.22499771883
C,1.88215686827,2.21198151047
A,-1.94347035213,0.981125070863
A,0.260969246472,0.771668905349
D,-0.40733625003,0.55931586608
D,-1.89567229625,-0.129969126212
D,-0.349587181413,-2.96234552198
B,-1.94453224384,0.551380106455
A,-0.939335913508,0.62247002452
A,0.107372736289,3.02353196711
B,-1.93278424586,0.491400705626
B,-1.55477764104,2.22311497324
B,-2.21456774675,0.442260865299
D,-1.34195965046,-3.62219390366
D,-1.17668977876,-1.59002322115
B,-1.82927998702,-0.0444887026946
C,2.22832071633,0.755297363131
A,-0.498978679129,-1.17019623747
B,-2.08881141719,1.40995808781
C,1.70796430534,4.00914148756
A,-1.31849803039,1.89556238798
C,2.26244412739,1.85057075427
B,-1.90298245483,-0.672499206273
D,-2.86159670163,-2.8186988546
B,-1.33201252708,0.341034128429
B,-0.0211005220692,0.213952025867
B,-0.828604816673,-0.0840481410295
B,-1.02882130028,0.352000795881
B,-2.47547348642,0.124581064276
A,0.222045933965,0.621886258885
C,0.327288172308,1.41698342339
B,-2.1610662671,0.153380837388
B,-0.695858361675,-0.413399029257
A,0.45773311821,0.184691661772
D,-1.95893048685,-0.492456980793
B,-0.41872766434,0.5570845341
A,0.150280563548,3.018514239
A,0.354821057624,0.844209521108
B,-1.77983621168,-1.610669003
B,-0.640494478768,-0.772946641516
D,-2.11299109619,-3.04580392498
D,-2.12423839185,-2.91392610684
B,-1.27867603659,-0.823691786667
A,1.35293492769,2.58262475515
D,-0.62724965262,-1.24344972277
