class,x,y
B,0.818697676849,1.30953530011
D,-2.16407825818,1.99419719781
C,-1.11433513204,-1.52282520931
B,1.06900189069,1.49487431451
D,-1.99439259535,1.28610226291
D,-1.98237863124,1.59807113039
C,-0.214419727067,-1.18580230948
A,1.75023111973,-2.96413771517
C,0.127400982249,-1.58809238902
A,1.7609589416,-1.68300463849
D,-2.29611743682,1.99526954734
C,1.02385493289,-1.13019391967
D,-2.00673174341,1.88440958541
B,0.830046774285,1.76571552788
A,1.97187622243,-3.64202266299
A,1.89486626426,-2.50350110195
A,1.28481605216,-2.60151634042
B,1.34175474846,1.26140285243
D,-1.88411006989,2.28392221123
B,0.718689063198,1.62760950694
D,-0.939392815865,1.08413418909
A,2.17053739643,-2.69701877034
D,-1.51769797531,2.35085531565
C,0.0684934767604,-1.35088173813
A,1.34046502757,-3.05557387106
B,1.19923204673,1.24625292451
D,-2.11463734963,1.65842058042
B,1.92282266083,1.36957973493
A,2.83008666257,-3.2451666731
A,1.34136717882,-3.53571207679
A,1.21016960762,-2.77026293965
A,1.58736276769,-3.14013634434
B,0.235790540709,1.03735026733
C,-0.151775749662,-2.22448606471
B,0.0443515698826,1.22346402934
C,0.232550138725,-1.16276711147
D,-1.88133279213,2.15093804461
D,-1.74553873671,2.03633360532
B,0.668638477043,1.40717689644
A,2.62046615531,-2.00308122967
A,2.23651463917,-2.78416461456
B,0.72693633676,1.47515926408
B,1.50079910247,1.55515668277
B,0.212720443506,1.86341699799
C,-0.738380114339,-1.41239565468
A,1.76501024998,-3.13294326508
D,-1.74516387858,1.7732796425
B,1.62426997549,1.85453789354
B,0.570619850931,1.6021027112
A,1.21674006069,-3.66876418427
D,-1.90292728043,1.66890820275
C,-0.875118637223,-2.08812098541
A,0.699831119295,-2.9868751534
B,0.00769900158,1.25845793859
A,0.854271164142,-2.20308504853
C,0.414462716915,-1.57289424833
B,0.310025347541,1.69908965306
B,1.23414864562,0.443927358595
B,0.449579407324,1.31594192988
C,0.296656965249,-1.75302166625
A,2.25615999148,-3.24147305484
A,2.18976948631,-2.03917719719
C,-0.484432419832,-2.20904970227
D,-1.12657319836,1.7905348557
D,-2.01429149863,1.92157846133
B,0.838530914021,2.07968950194
B,0.689340984385,1.52790048212
B,0.873224056349,1.10080551491
C,-0.195165799067,-2.13488317162
C,-0.538207170043,-0.96282095587
D,-3.47045733759,2.01082406496
B,1.57447028952,1.14697946817
C,0.512487930195,-1.25879225951
A,2.13918191322,-2.79208317033
C,-0.0633946988327,-0.740829799961
B,1.31580960459,1.09137848101
B,0.127376724909,1.7428917207
D,-1.63640130833,2.78718667511
C,-0.76785603877,-2.61221757862
A,1.42718744991,-2.20439866172
B,0.814793205311,2.59330651405
C,-0.704283216283,-2.3378414633
C,0.444288155688,-1.15159288037
A,1.51183273163,-3.12635275364
D,-2.19706632104,1.74882468951
A,1.10535759084,-3.27449271268
D,-1.69950909167,1.97994161728
B,0.589783699162,1.46739847018
A,1.7315886433,-2.94802057251
A,1.14539102434,-2.36135126485
A,1.90213789275,-2.57388877873
B,1.28579461763,1.05556077289
B,0.930694777102,2.14928466872
B,0.525230195759,0.93976167709
B,0.305573167478,1.15165255847
C,-0.0844464522099,-1.64225853137
A,1.60350860393,-2.6788176953
C,0.00156368435039,-1.57303436591
C,-0.293115511284,-1.14662210699
A,1.11554737608,-2.79528872237
D,-1.45864278937,1.92467768947
D,-1.264859497,1.40793952886
C,0.276008844992,-1.34661492294
B,1.26426322681,1.61044567773
D,-1.48359079804,2.43222728107
B,1.52151627381,2.18389660773
D,-2.04944537854,1.95927914954
A,1.72439185169,-2.87347584785
A,1.45835373657,-2.71940333569
B,0.483904803766,2.04757590946
C,0.147177061876,-1.5728623331
C,0.326912540604,-1.56365037702
D,-1.66509162345,0.857768559697
B,1.26254962515,1.20637968434
D,-1.91003666878,1.5591003794
C,0.321739556108,-1.33952592115
C,-0.609447232161,-1.22812757918
B,0.702984350864,1.44508537931
D,-1.27955848843,1.55255181384
D,-1.91545261334,2.14497717084
A,0.873763116019,-2.56518797234
D,-1.28700757572,0.813602982162
B,0.83225332133,1.48130270105
A,1.93805111036,-3.40977215808
B,0.385989808158,1.78941791088
D,-1.43416712112,0.90670622011
D,-2.23379404923,1.27238143974
A,1.77439422202,-3.11089192959
B,1.25863156645,0.994320190188
D,-2.53817736281,1.07744473715
B,0.804244681787,1.56634026517
D,-1.02665905828,1.60244868077
D,-2.18657082634,1.97079528484
C,-0.0472604295441,-1.98333879095
B,0.693626943626,0.903221044074
D,-1.57077039177,2.38043561043
D,-2.0627610325,1.59703107752
D,-1.69194634579,0.959615621703
A,2.10148689869,-3.38664364998
C,0.753968093896,-1.85035625361
A,1.346171024,-2.44807392569
D,-1.67822980395,1.82619161967
D,-2.5104169528,1.60613031667
C,-0.549256174412,-1.76924380274
C,-1.41648858007,-2.06190927794
A,1.40841074149,-2.80493621981
D,-1.63531633282,0.956634143172
D,-1.08461364023,1.29305606248
A,2.57907588042,-2.73568560775
C,-0.258668049126,-1.78672907693
C,-0.039916032542,-2.1806442728
A,2.19231643616,-3.22439331908
D,-2.10525422435,2.31916119815
A,2.07420587536,-2.86997695546
A,1.43243276695,-2.24790143799
B,0.728719006815,2.02204161648
C,-0.0631379176161,-0.904603462161
B,0.171094540058,1.38319316323
A,1.54588621426,-3.44989443605
A,1.48410915278,-3.5551435904
B,0.46032820902,1.16331464106
A,1.27152414119,-3.00591804312
B,1.42596405758,1.85918618034
B,0.094012804183,1.54017745086
A,1.38687729018,-2.83069449755
B,-0.0440945548308,1.80104875643
D,-1.63636046506,1.23985613323
B,1.05402514811,1.89495697408
B,0.331534522061,1.46602604437
D,-1.25995718253,1.26717491252
C,0.227361788103,-1.61339066686
B,0.789935188257,0.714052059216
D,-1.75065158128,2.72196281064
C,0.626952385762,-1.71099661827
C,0.041639616139,-1.70462150745
C,-0.455777902471,-1.67172637927
B,1.06186056517,0.803885380612
C,-0.31938509217,-1.2869733945
B,1.2440732113,0.799412027926
A,0.993014063699,-2.71379333898
B,0.887036756962,1.11390846906
B,1.08335030594,1.80654877954
C,0.0541145070984,-1.33842915579
C,1.04506107806,-1.19536594332
B,0.167381646508,1.87026133059
B,0.587737705718,1.11511537833
D,-2.11057461603,0.846698941528
