class,x,y
B,-1.51823874428,-0.545472956538
B,-1.41461284202,0.365715034079
C,2.2068702067,2.18866394127
B,-1.02879987178,0.174536762094
A,-0.10997886901,1.17690947091
A,0.474113337108,1.48556267566
B,-1.31340310104,0.733212514429
A,-0.0535373835268,0.999339315669
D,-2.46082268341,-1.26655480756
B,-1.28248089489,0.262535562589
A,-0.155065248229,1.55850476888
B,-1.20379944159,0.473724431392
D,-2.03873229704,-1.03173524715
A,0.113911433781,0.707619875255
A,0.698179701083,1.20271695423
A,-0.00107138876935,1.25928677108
D,-1.86011555461,-1.09792848428
B,-1.46144912499,-0.11578044754
C,2.62681953128,2.85594352885
B,-1.20976882913,0.499531412541
D,-2.56571995681,-1.81116317216
D,-2.31588972705,-0.896387061969
B,-0.948571563609,-0.387772189987
B,-1.50518059565,0.320978638723
C,2.75922440368,2.33917832921
D,-2.14166232129,-1.9105396901
C,1.98297680138,2.50756302381
C,2.55436481143,2.27492110036
C,2.23551933854,2.46624731553
C,2.49527557453,2.29327385367
D,-2.26536988443,-1.29623420267
D,-2.00306874314,-1.72838264528
A,-0.183729810477,1.73596895342
B,-1.55637953695,0.44005500661
A,0.824939339724,1.33173762924
D,-2.60688647108,-2.11711574737
D,-1.64467134287,-2.58226788948
C,2.31296500583,2.4646173431
D,-2.54385071312,-2.2792851149
A,0.61324873022,1.84723750799
A,0.095960040858,1.04287890282
C,2.73897506795,2.38613124123
A,0.0356946928357,1.16837618291
D,-1.29731392013,-1.53692687
B,-1.44027531705,-0.190718694107
C,2.72131496716,2.5988689957
B,-0.969386477084,-0.117031482748
C,2.26624755645,1.92344221042
B,-1.4353983402,-0.00120945206652
D,-2.31938733355,-1.76178334621
C,2.51370506161,2.10381036839
C,2.30846471663,2.72673946208
B,-1.01689650658,-0.234437377845
A,0.600829107917,0.597575600579
A,0.523623153604,1.19270725859
A,0.180092649641,0.638787572775
C,3.05365311402,2.79602895119
A,0.825427511645,0.857481696169
D,-2.63596153987,-2.33029641773
D,-2.11950691704,-2.16220549393
A,0.458068729395,1.92752939685
C,1.41789368886,2.38420581175
D,-2.03068587806,-2.04971373754
B,-1.25371610983,0.213588133487
D,-1.72034645377,-1.43863118045
C,1.83735140126,2.8707779692
A,0.659401620108,1.54736618004
A,-0.0539383906654,1.56365539175
C,2.49356937109,2.24226402019
C,2.58442215518,2.18162783699
D,-2.47006495095,-1.98558805523
C,2.1517061592,1.83646399562
A,-0.0185397921461,0.890530419414
C,2.07911158346,2.4032194688
D,-2.74344309443,-1.48854035596
C,1.92520890765,2.32848327884
A,-0.174946738946,1.33238405305
C,2.17878657869,2.33476334164
C,2.35116202564,2.54699360919
D,-2.22033340933,-1.97643051355
B,-1.50847328466,0.0527354462427
D,-1.87296269446,-1.53204550171
C,2.29898721512,2.98069275285
C,3.29432108976,2.35283187409
A,0.648616017438,0.86351326517
C,2.19673557351,3.07451676791
B,-0.956539933853,0.235152895324
C,2.96297782631,2.62067682882
C,2.65967295932,2.15080732563
A,0.0937776290449,0.578821720517
D,-2.14755702964,-1.7730476485
D,-2.34259817933,-1.60428949081
D,-2.44646027389,-1.66351726481
D,-1.26233070596,-1.66834443683
B,-2.27507977965,-0.275178544714
A,0.529894563656,1.33606728306
C,2.2451270835,2.43065416368
B,-1.40024087182,0.31859581157
D,-2.32955625365,-1.44667384486
C,2.0005559785,2.47246623234
A,0.692653040425,1.64067366507
C,2.74081030381,2.60165085792
D,-1.87359107366,-2.06187421264
C,2.15215461677,3.04654793158
A,0.0686327868384,1.30160283859
A,0.565557108689,1.9405257098
C,2.19124802585,2.3197365755
A,-0.482102803204,1.15517028301
A,0.289451056306,1.08186062508
D,-1.6027849767,-0.945992222133
D,-2.12370259288,-1.18724196944
D,-1.58257280269,-2.17857370795
B,-1.49605780358,0.23521069753
A,-0.130655749687,1.02964101679
A,0.235692277742,1.8700126967
B,-1.49194600429,0.21421790724
B,-1.3596436926,0.820317900906
B,-1.5905702296,0.197018963126
D,-1.92990316685,-2.40952064154
D,-1.87205871176,-1.69826090266
B,-1.45571951369,0.0266566143278
C,2.31240537267,1.80989712394
A,0.0234692823457,0.402207825096
B,-1.54655551426,0.535712991004
C,2.13028062882,2.94874256749
A,-0.263362490595,1.475223344
C,2.32434856654,2.19324281083
B,-1.48151537743,-0.193147061925
D,-2.46177613476,-2.12829737437
B,-1.28167590272,0.161589605221
B,-0.822856700964,0.117110869324
B,-1.10548320407,0.0128108109106
B,-1.17555897334,0.165427938829
B,-1.68188723849,0.0858310327676
A,0.275827896929,1.02943669882
C,1.64704398226,2.04148724503
B,-1.57184471172,0.0959109533567
B,-1.05902194483,-0.102461999969
A,0.358318411414,0.876418589831
D,-2.14584295959,-1.31411271854
B,-0.962026200759,0.237207247206
A,0.250710017283,1.86825649186
A,0.322299190209,1.1072498406
B,-1.43841419233,-0.521506490779
B,-1.03964458581,-0.22830366426
D,-2.19976417286,-2.207784149
D,-2.20370072634,-2.16162691265
B,-1.26300813105,-0.246064465063
A,0.671639044734,1.71569517251
D,-1.67975466761,-1.57696017823
